chamber,congress,year,party.mean.diff.d1,prop.moderate.d1,prop.moderate.dem.d1,prop.moderate.rep.d1,overlap,chamber.mean.d1,chamber.mean.d2,dem.mean.d1,dem.mean.d2,rep.mean.d1,rep.mean.d2,north.rep.mean.d1,north.rep.mean.d2,south.rep.mean.d1,south.rep.mean.d2,north.dem.mean.d1,north.dem.mean.d2,south.dem.mean.d1,south.dem.mean.d2
House,46,1879,0.785882503192848,0.13043478260869565,0.1103448275862069,0.06666666666666667,0,-0.018943143812709028,-0.04308361204013378,-0.3909862068965517,-0.049344827586206896,0.3948962962962963,-0.12807407407407406,0.3980151515151515,-0.12723484848484848,0.25766666666666665,-0.165,-0.34325316455696203,-0.06392405063291139,-0.44812121212121214,-0.0318939393939394
Senate,46,1879,0.7479428571428571,0.16049382716049382,0,0.34285714285714286,0,-0.1245679012345679,-0.07762962962962963,-0.4526,-0.11675555555555556,0.29534285714285713,-0.02717142857142857,0.2963030303030303,-0.07927272727272727,0.27949999999999997,0.8325,-0.4551363636363636,-0.2635909090909091,-0.45017391304347826,0.023695652173913045
House,47,1881,0.7827137902330744,0.10032362459546926,0.11029411764705882,0.025157232704402517,0,0.026343042071197413,-0.02570550161812298,-0.3949779411764706,-0.06818382352941177,0.3877358490566038,-0.05075471698113208,0.3910866666666667,-0.042993333333333335,0.3318888888888889,-0.1801111111111111,-0.33264285714285713,-0.058428571428571434,-0.4610909090909091,-0.07853030303030303
Senate,47,1881,0.7635713450292398,0.1411764705882353,0,0.24444444444444444,0,-0.030047058823529413,-0.08092941176470589,-0.4488157894736842,-0.052763157894736845,0.31475555555555557,-0.11304444444444445,0.31634090909090906,-0.13218181818181818,0.245,0.729,-0.4551176470588235,-0.19905882352941176,-0.44371428571428573,0.06566666666666666
House,48,1883,0.7244042561576354,0.21637426900584794,0.27586206896551724,0.096,0,-0.06635380116959064,-0.02984795321637427,-0.34691625615763544,-0.0528423645320197,0.377488,0.0018240000000000005,0.3840086206896552,0.009155172413793104,0.29344444444444445,-0.09266666666666666,-0.2814496124031008,-0.008705426356589146,-0.46104054054054056,-0.12978378378378377
Senate,48,1883,0.7604694444444444,0.14102564102564102,0,0.25,0,-0.04270512820512821,-0.13512820512820511,-0.4494444444444444,-0.09166666666666666,0.311025,-0.192675,0.311025,-0.192675,NA,NA,-0.4515,-0.217,-0.4478,0.008600000000000002
House,49,1885,0.7493212669683258,0.14759036144578314,0.18181818181818182,0.09090909090909091,0.006060606060606061,-0.04153313253012048,-0.029319277108433735,-0.36570588235294116,-0.09301069518716577,0.38361538461538464,0.05334265734265734,0.3886350364963504,0.06003649635036496,0.269,-0.0995,-0.295877358490566,-0.08875471698113208,-0.4570864197530864,-0.09858024691358025
Senate,49,1885,0.7438871794871795,0.15476190476190477,0.02564102564102564,0.26666666666666666,0,-0.04730952380952381,-0.1433452380952381,-0.4458205128205128,-0.12566666666666668,0.29806666666666665,-0.15866666666666668,0.3024418604651163,-0.17690697674418604,0.20400000000000001,0.23349999999999999,-0.4304117647058823,-0.2923529411764706,-0.4577272727272727,0.0031363636363636346
House,50,1887,0.7648934640522875,0.16109422492401215,0.20588235294117646,0.0915032679738562,0.009287925696594427,-0.006875379939209725,-0.06596048632218846,-0.37025294117647056,-0.19561764705882353,0.394640522875817,0.04689542483660131,0.3934755244755245,0.06602797202797203,0.4113,-0.2267,-0.30031914893617023,-0.21047872340425533,-0.45675,-0.17723684210526316
Senate,50,1887,0.7474128378378377,0.15584415584415584,0.02702702702702703,0.275,0,-0.07057142857142858,-0.15187012987012988,-0.4588378378378378,-0.12308108108108108,0.28857499999999997,-0.1785,0.2956923076923077,-0.18746153846153846,0.011,0.171,-0.4378125,-0.2438125,-0.47485714285714287,-0.031095238095238096
House,51,1889,0.7952779457164909,0.11864406779661017,0.17159763313609466,0.06521739130434782,0,0.03135028248587571,-0.06203954802259887,-0.3836094674556213,-0.22989349112426036,0.41166847826086955,0.09103804347826087,0.41080232558139534,0.1006453488372093,0.4240833333333333,-0.04666666666666667,-0.31395505617977526,-0.2741685393258427,-0.4611,-0.1806375
Senate,51,1889,0.7650685203574975,0.13186813186813187,0.02631578947368421,0.20754716981132076,0,-0.007252747252747255,-0.11264835164835164,-0.4528421052631579,-0.12407894736842105,0.3122264150943396,-0.10445283018867925,0.3122264150943396,-0.10445283018867925,NA,NA,-0.424,-0.221,-0.4716521739130435,-0.06086956521739131
House,52,1891,0.7663788381931493,0.23546511627906977,0.2793522267206478,0.0449438202247191,0,-0.1391017441860465,-0.13578488372093023,-0.3414574898785425,-0.2368663967611336,0.42492134831460676,0.04412359550561797,0.4218735632183908,0.03635632183908046,0.5575,0.382,-0.2786666666666667,-0.33170440251572325,-0.45490909090909093,-0.06551136363636363
Senate,52,1891,0.7517641723356009,0.15625,0.022222222222222223,0.24489795918367346,0,-0.0499375,-0.13023958333333333,-0.4411111111111111,-0.1846888888888889,0.31065306122448977,-0.11573469387755102,0.31065306122448977,-0.11573469387755102,NA,NA,-0.4087777777777778,-0.3477222222222222,-0.46266666666666667,-0.076
House,53,1893,0.7913377192982456,0.192,0.23684210526315788,0.045112781954887216,0,-0.064168,-0.10172533333333333,-0.3514956140350877,-0.2030263157894737,0.4398421052631579,-9.548872180451105e-4,0.44023076923076926,-0.006907692307692305,0.42300000000000004,0.257,-0.2849850746268657,-0.3225149253731343,-0.44630851063829785,-0.03269148936170213
Senate,53,1893,0.7612291666666666,0.14583333333333334,0.020833333333333332,0.22727272727272727,0,-0.07240625,-0.11142708333333333,-0.43822916666666667,-0.15839583333333335,0.323,-0.13102272727272726,0.320046511627907,-0.13713953488372094,0.45,0.132,-0.3947272727272727,-0.31372727272727274,-0.4750384615384615,-0.026961538461538464
House,54,1895,0.8380726044744617,0.11202185792349727,0.0970873786407767,0.09486166007905138,0.008426966292134831,0.1655792349726776,0.02062021857923497,-0.42202912621359223,-0.10036893203883496,0.41604347826086957,0.039071146245059286,0.4231799163179916,0.03544769874476988,0.2942142857142857,0.10092857142857142,-0.3378076923076923,-0.276,-0.45046753246753246,-0.04106493506493507
Senate,54,1895,0.7690318181818182,0.16666666666666666,0.025,0.20454545454545456,0,-0.020300000000000002,-0.07825555555555555,-0.42285,-0.173075,0.3461818181818182,-0.09086363636363635,0.3437674418604651,-0.09604651162790698,0.45,0.132,-0.39765,-0.30515,-0.44805,-0.041
House,55,1897,0.8195656089193825,0.11320754716981132,0.15151515151515152,0.0330188679245283,0,0.0925256064690027,0.055423180592991915,-0.3891363636363636,0.06209090909090909,0.43042924528301885,-0.041589622641509436,0.43593969849246234,-0.04169849246231156,0.34607692307692306,-0.03992307692307692,-0.3225,0.1597222222222222,-0.4352692307692308,-0.0055000000000000005
Senate,55,1897,0.8071627497062279,0.16842105263157894,0.05405405405405406,0.08695652173913043,0,0.016852631578947366,-0.10163157894736842,-0.42605405405405405,-0.12613513513513513,0.3811086956521739,-0.29484782608695653,0.3769772727272727,-0.30279545454545453,0.472,-0.12,-0.44356249999999997,-0.1370625,-0.4127142857142857,-0.11780952380952381
House,56,1899,0.8017018292133482,0.11170212765957446,0.1952662721893491,0.015228426395939087,0,0.058050531914893615,-0.009930851063829788,-0.3644378698224852,-0.04897633136094674,0.43726395939086293,-0.00967005076142132,0.43936507936507935,-0.010582010582010581,0.387625,0.011875000000000007,-0.2881625,-0.09695,-0.433,-0.005853932584269666
Senate,56,1899,0.8149285714285714,0.1702127659574468,0.14285714285714285,0.07142857142857142,0,0.1074468085106383,-0.08527659574468086,-0.4180714285714286,-0.09689285714285714,0.39685714285714285,-0.21846428571428572,0.3940740740740741,-0.22211111111111112,0.472,-0.12,-0.44175,0.09475,-0.4086,-0.17355
House,57,1901,0.8162580703883495,0.06720430107526881,0.13125,0.009708737864077669,0,0.0850752688172043,-0.01228763440860215,-0.36856875,0.01243125,0.4476893203883495,-0.045150485436893206,0.44806965174129354,-0.03954228855721393,0.4324,-0.2706,-0.2907205882352941,0.004941176470588236,-0.4261086956521739,0.017967391304347824
Senate,57,1901,0.7731666666666667,0.13829787234042554,0.1875,0.08333333333333333,0.05434782608695652,0.1237127659574468,-0.10948936170212765,-0.37375,-0.019468750000000003,0.39941666666666664,-0.19036666666666666,0.39691379310344826,-0.19279310344827585,0.472,-0.12,-0.2826666666666667,0.20675,-0.4284,-0.1552
House,58,1903,0.8135391886151232,0.07124681933842239,0.1534090909090909,0.004672897196261682,0,0.08638676844783715,-0.027119592875318066,-0.3638522727272727,-0.039823863636363636,0.4496869158878505,-0.006098130841121495,0.44944075829383884,-0.005246445497630331,0.46699999999999997,-0.066,-0.30206410256410254,-0.11233333333333333,-0.41303061224489795,0.017887755102040815
Senate,58,1903,0.7942621212121213,0.0967741935483871,0.21212121212121213,0.03333333333333333,0,0.15188172043010753,-0.17873118279569894,-0.36054545454545456,-0.14130303030303032,0.4337166666666667,-0.19931666666666667,0.4337166666666667,-0.19931666666666667,NA,NA,-0.26445454545454544,-0.08372727272727273,-0.4085909090909091,-0.1700909090909091
House,59,1905,0.8245128140562923,0.037783375314861464,0.09420289855072464,0.007722007722007722,0,0.1581309823677582,-0.03679093198992443,-0.37977536231884057,-0.03878985507246377,0.4447374517374517,-0.03572586872586873,0.44487450980392157,-0.03262745098039216,0.436,-0.23325,-0.308275,-0.181225,-0.4089591836734694,0.019346938775510202
Senate,59,1905,0.8030852459016393,0.08333333333333333,0.17142857142857143,0.03278688524590164,0.020833333333333332,0.14309375,-0.14702083333333332,-0.3672,-0.13022857142857144,0.43588524590163935,-0.15665573770491803,0.43588524590163935,-0.15665573770491803,NA,NA,-0.29715384615384616,-0.06276923076923077,-0.4085909090909091,-0.1700909090909091
House,60,1907,0.7987012422360249,0.06516290726817042,0.13095238095238096,0.017391304347826087,0,0.10247368421052631,-0.02580701754385965,-0.3602142857142857,-0.05423809523809524,0.43848695652173914,-0.0019086956521739138,0.43935874439461886,-0.003856502242152467,0.4107142857142857,0.06014285714285714,-0.3039852941176471,-0.1146764705882353,-0.39845,-0.013140000000000002
Senate,60,1907,0.7868799145299146,0.09900990099009901,0.16666666666666666,0.06153846153846154,0.019801980198019802,0.14543564356435643,-0.1277920792079208,-0.36097222222222225,-0.18930555555555556,0.4259076923076923,-0.09372307692307692,0.4259076923076923,-0.09372307692307692,NA,NA,-0.303125,-0.284125,-0.3775,-0.16221428571428573
House,61,1909,0.7793529115707887,0.09226932668329177,0.1564245810055866,0.04054054054054054,0.004987531172069825,0.07880299251870325,-0.02754613466334165,-0.352659217877095,-0.017905027932960896,0.4266936936936937,-0.03531981981981982,0.42877830188679245,-0.032504716981132074,0.3825,-0.095,-0.28587654320987654,-0.07297530864197531,-0.40785714285714286,0.02761224489795918
Senate,61,1909,0.7785864661654136,0.12871287128712872,0.21052631578947367,0.07936507936507936,0,0.1244950495049505,-0.13930693069306932,-0.3611578947368421,-0.26155263157894737,0.4174285714285714,-0.06557142857142857,0.41751612903225804,-0.06066129032258064,0.412,-0.37,-0.34136363636363637,-0.25263636363636366,-0.36922222222222223,-0.2651851851851852
House,62,1911,0.7390068159688412,0.1715686274509804,0.2616033755274262,0.03550295857988166,0,-0.017063725490196077,-0.006115196078431374,-0.32546835443037975,-0.03870464135021097,0.4135384615384615,0.030633136094674555,0.4145548780487805,0.02677439024390244,0.3802,0.1572,-0.2642058823529412,-0.1353529411764706,-0.40796039603960393,0.09143564356435643
Senate,62,1911,0.7170681114551083,0.25925925925925924,0.39215686274509803,0.14035087719298245,0,0.06880555555555555,-0.09527777777777778,-0.3096470588235294,-0.17576470588235293,0.40742105263157896,-0.023263157894736843,0.40733928571428574,-0.017071428571428574,0.412,-0.37,-0.26324,-0.037880000000000004,-0.3542692307692308,-0.3083461538461538
House,63,1913,0.7116582165727767,0.2516703786191537,0.3388704318936877,0.050724637681159424,0,-0.076456570155902,-0.006877505567928729,-0.30801328903654485,-0.04552491694352159,0.4036449275362319,0.049318840579710144,0.4045263157894737,0.045263157894736845,0.3802,0.1572,-0.24853968253968253,-0.17061904761904761,-0.408375,0.16557142857142856
Senate,63,1913,0.6878327922077923,0.3465346534653465,0.4642857142857143,0.18181818181818182,0,0.023455445544554455,-0.06633663366336634,-0.2809464285714286,-0.14958928571428573,0.40688636363636366,0.03036363636363636,0.4067674418604651,0.03967441860465116,0.412,-0.37,-0.251,-0.018241379310344828,-0.3131111111111111,-0.2906666666666667
House,64,1915,0.7236305982905983,0.18510158013544017,0.3034188034188034,0.035,0,0.02279683972911964,0.025979683972911966,-0.3137905982905983,0.0823974358974359,0.40984,-0.044395,0.4111179487179487,-0.05156923076923077,0.36,0.2354,-0.24734146341463414,-0.07990243902439025,-0.38742342342342345,0.2622432432432432
Senate,64,1915,0.7063563218390805,0.32,0.41379310344827586,0.19047619047619047,0,0.01198,-0.04487,-0.2846896551724138,-0.0953448275862069,0.4216666666666667,0.024833333333333332,0.4216666666666667,0.024833333333333332,NA,NA,-0.2543939393939394,0.007696969696969694,-0.32468,-0.23136
House,65,1917,0.7156892476332835,0.18722466960352424,0.3244444444444444,0.03139013452914798,0,0.04923568281938326,0.048775330396475775,-0.3076488888888889,0.11936444444444445,0.4080403587443946,-0.030161434977578474,0.4089447004608295,-0.037548387096774195,0.37533333333333335,0.237,-0.2548086956521739,-0.06874782608695652,-0.3628909090909091,0.3160272727272727
Senate,65,1917,0.6972448552493896,0.32407407407407407,0.4426229508196721,0.1702127659574468,0,0.02482407407407407,-0.054592592592592595,-0.2786065573770492,-0.12242622950819672,0.4186382978723404,0.0334468085106383,0.4186382978723404,0.0334468085106383,NA,NA,-0.24363636363636365,-0.02906060606060606,-0.3198214285714286,-0.2324642857142857
House,66,1919,0.7153480392156863,0.15384615384615385,0.27941176470588236,0.04032258064516129,0,0.08141978021978022,0.060019780219780224,-0.31084803921568627,0.12004411764705883,0.4045,0.0018629032258064514,0.40618333333333334,-0.007216666666666666,0.354,0.27425,-0.28098863636363636,-0.21618181818181817,-0.3335,0.37511206896551724
Senate,66,1919,0.718318431372549,0.2871287128712871,0.42,0.1568627450980392,0,0.06947524752475247,-0.06157425742574257,-0.29324,-0.15808,0.425078431372549,0.03303921568627451,0.425078431372549,0.03303921568627451,NA,NA,-0.22078260869565217,-0.035260869565217394,-0.354962962962963,-0.2627037037037037
House,67,1921,0.7041521040123025,0.15077605321507762,0.2898550724637681,0.08681672025723473,0.004454342984409799,0.1782771618625277,0.102490022172949,-0.3096086956521739,0.3182536231884058,0.39454340836012863,0.005961414790996784,0.39698666666666665,0.0019599999999999995,0.32790909090909093,0.11509090909090909,-0.31903333333333334,-0.23496666666666666,-0.30699074074074073,0.4719259259259259
Senate,67,1921,0.7071526806526807,0.26666666666666666,0.4358974358974359,0.16666666666666666,0,0.15808571428571427,-0.011666666666666667,-0.2864102564102564,-0.1387948717948718,0.42074242424242425,0.06345454545454546,0.418203125,0.05996875,0.502,0.17500000000000002,-0.1999375,-0.0749375,-0.34656521739130436,-0.18321739130434783
House,68,1923,0.6956949427424299,0.23178807947019867,0.41013824884792627,0.055793991416309016,0.006666666666666667,0.0722384105960265,0.14981015452538632,-0.28855760368663597,0.2430599078341014,0.40713733905579397,0.0536824034334764,0.40875438596491226,0.04974561403508772,0.33340000000000003,0.23320000000000002,-0.27800970873786407,-0.023106796116504857,-0.2980877192982456,0.48354385964912283
Senate,68,1923,0.6671773748521876,0.3173076923076923,0.4883720930232558,0.1694915254237288,0,0.13374038461538462,0.014682692307692308,-0.25327906976744186,-0.09018604651162791,0.4138983050847458,0.06083050847457627,0.4108070175438596,0.05682456140350877,0.502,0.17500000000000002,-0.1524761904761905,0.01338095238095238,-0.3495,-0.18904545454545454
House,69,1925,0.6752149189189189,0.24545454545454545,0.43783783783783786,0.088,0.09885057471264368,0.10769772727272728,0.15247272727272726,-0.28051891891891895,0.32904864864864863,0.394696,0.008624,0.39739344262295084,0.004655737704918033,0.285,0.17,-0.2942077922077922,0.004454545454545456,-0.27075925925925926,0.5604722222222223
Senate,69,1925,0.6666183759054518,0.3238095238095238,0.46511627906976744,0.21311475409836064,0.019230769230769232,0.12318095238095238,0.0564,-0.2686511627906977,-0.09153488372093023,0.3979672131147541,0.14557377049180328,0.39324561403508773,0.14056140350877194,0.46525,0.217,-0.1748695652173913,-0.023956521739130435,-0.3765,-0.16925
House,70,1927,0.6683822876063541,0.27149321266968324,0.4393939393939394,0.12448132780082988,0.10250569476082004,0.08096153846153846,0.15477149321266967,-0.285979797979798,0.309010101010101,0.38240248962655604,0.019983402489626555,0.38375,0.014203389830508475,0.3188,0.2928,-0.3130909090909091,-0.04454545454545455,-0.2642909090909091,0.5918545454545454
Senate,70,1927,0.6651780660377359,0.3431372549019608,0.4583333333333333,0.22641509433962265,0.0297029702970297,0.07767647058823529,0.06333333333333334,-0.2726875,-0.050020833333333334,0.39249056603773586,0.14873584905660378,0.391078431372549,0.14441176470588235,0.4285,0.259,-0.19076923076923077,-0.03173076923076923,-0.3695,-0.07163636363636364
House,71,1929,0.6525232152918345,0.2721238938053097,0.4508670520231214,0.1552346570397112,0.09333333333333334,0.11742699115044247,0.12463274336283185,-0.28365317919075145,0.29816184971098264,0.36887003610108304,0.014635379061371842,0.37161776061776064,-0.004725868725868726,0.3293333333333333,0.2932222222222222,-0.3332432432432432,-0.1289054054054054,-0.24658585858585857,0.6173838383838384
Senate,71,1929,0.6818991477272727,0.3302752293577982,0.4772727272727273,0.21875,0.027777777777777776,0.12638532110091744,0.05408256880733945,-0.27847727272727274,0.012613636363636365,0.403421875,0.06815625,0.4043934426229508,0.061,0.38366666666666666,0.21366666666666664,-0.19725,0.0654,-0.3461666666666667,-0.031375
House,72,1931,0.6160244588744589,0.3561946902654867,0.5021645021645021,0.2,0.37250554323725055,0.044311946902654865,0.14727654867256637,-0.2556926406926407,0.3235974025974026,0.3603318181818182,-0.03587272727272727,0.3607906976744186,-0.042348837209302326,0.3406,0.2426,-0.29418260869565216,-0.00862608695652174,-0.2175344827586207,0.6529568965517242
Senate,72,1931,0.5945192307692307,0.4,0.5,0.28846153846153844,0.17307692307692307,0.0712095238095238,0.1307047619047619,-0.22738461538461538,0.16390384615384615,0.3671346153846154,0.08121153846153846,0.3671346153846154,0.08121153846153846,NA,NA,-0.182,0.17579166666666668,-0.2662857142857143,0.15371428571428572
House,73,1933,0.5825792443064182,0.4608501118568233,0.5248447204968945,0.26666666666666666,0.45701357466063347,-0.09108501118568232,0.09556599552572707,-0.25148757763975155,0.2152639751552795,0.3310916666666667,-0.24065,0.3310916666666667,-0.24065,NA,NA,-0.2943268292682927,-0.05758048780487805,-0.17642735042735042,0.6933247863247863
Senate,73,1933,0.5398844074844075,0.49514563106796117,0.5846153846153846,0.32432432432432434,0.1568627450980392,-0.009941747572815534,0.19940776699029125,-0.20793846153846154,0.2461076923076923,0.33194594594594595,0.09632432432432432,0.33194594594594595,0.09632432432432432,NA,NA,-0.19465853658536586,0.24529268292682926,-0.230625,0.2475
House,74,1935,0.5606969855832241,0.4751131221719457,0.5229357798165137,0.3047619047619048,0.6412037037037037,-0.11886425339366516,0.0633212669683258,-0.2556207951070336,0.18163302752293578,0.3050761904761905,-0.27012380952380954,0.3051826923076923,-0.27390384615384616,0.294,0.123,-0.30092056074766355,-0.0871822429906542,-0.16983185840707965,0.690716814159292
Senate,74,1935,0.50504,0.5436893203883495,0.5733333333333334,0.4,0.18,-0.07650485436893203,0.23862135922330097,-0.20784,0.23113333333333333,0.2972,0.1726,0.2972,0.1726,NA,NA,-0.202125,0.18197916666666666,-0.218,0.31851851851851853
House,75,1937,0.5695082226438963,0.4798206278026906,0.5264705882352941,0.3118279569892473,0.24249422632794457,-0.13557847533632286,0.07609865470852017,-0.2559705882352941,0.1692,0.31353763440860216,-0.1773010752688172,0.31375000000000003,-0.18056521739130435,0.294,0.123,-0.30659734513274334,-0.10482300884955752,-0.15560526315789475,0.7124385964912281
Senate,75,1937,0.49452869440459113,0.5533980582524272,0.5487804878048781,0.47058823529411764,0.1414141414141414,-0.13127184466019418,0.2377766990291262,-0.22764634146341464,0.2425,0.26688235294117646,0.04182352941176471,0.26688235294117646,0.04182352941176471,NA,NA,-0.228875,0.170875,-0.225,0.39676923076923076
House,76,1939,0.5572874634728567,0.4747252747252747,0.5531135531135531,0.3539325842696629,0.21507760532150777,-0.030863736263736265,0.0612021978021978,-0.24912454212454213,0.2743809523809524,0.30816292134831463,-0.2498932584269663,0.30824293785310736,-0.252,0.294,0.123,-0.3193018867924528,-0.06980503144654088,-0.1512456140350877,0.7544298245614035
Senate,76,1939,0.47441907661085747,0.5480769230769231,0.5342465753424658,0.5185185185185185,0.26,-0.08299038461538462,0.1945,-0.2204931506849315,0.26094520547945205,0.25392592592592594,-0.10059259259259258,0.25392592592592594,-0.10059259259259258,NA,NA,-0.228,0.18527083333333333,-0.20607999999999999,0.40624
House,77,1941,0.5705085403726708,0.4622222222222222,0.5289855072463768,0.35119047619047616,0.21171171171171171,-0.044075555555555555,0.06526666666666667,-0.2575978260869565,0.2623876811594203,0.31291071428571426,-0.24004166666666665,0.3123012048192771,-0.2466024096385542,0.3635,0.3045,-0.3327361963190184,-0.10101840490797546,-0.14921238938053097,0.7865929203539823
Senate,77,1941,0.471810502283105,0.5523809523809524,0.5616438356164384,0.5,0.18446601941747573,-0.07696190476190476,0.20517142857142856,-0.21764383561643835,0.3073013698630137,0.25416666666666665,-0.09436666666666667,0.25416666666666665,-0.09436666666666667,NA,NA,-0.2484772727272727,0.1821818181818182,-0.17086206896551723,0.4971379310344827
House,78,1943,0.5502947448897473,0.4577777777777778,0.5526315789473685,0.3532110091743119,0.21300448430493274,0.01917111111111111,0.04277555555555555,-0.24857456140350878,0.36193859649122806,0.3017201834862385,-0.28126146788990825,0.3006093023255814,-0.2889860465116279,0.3813333333333333,0.2723333333333333,-0.3594695652173913,-0.060356521739130434,-0.13571681415929204,0.79170796460177
Senate,78,1943,0.48687142857142857,0.5242718446601942,0.6,0.40476190476190477,0.20588235294117646,0.005757281553398059,0.13472815533980584,-0.19513333333333333,0.2798,0.29173809523809524,-0.09192857142857142,0.2831951219512195,-0.10685365853658536,0.642,0.52,-0.23494594594594595,0.11543243243243242,-0.13108695652173913,0.5442173913043478
House,79,1945,0.5680604102564102,0.43847874720357943,0.492,0.36923076923076925,0.20898876404494382,-0.01662192393736018,0.07987248322147651,-0.264604,0.3379,0.30345641025641024,-0.24404615384615386,0.30140104166666665,-0.25272916666666667,0.435,0.31166666666666665,-0.3686029411764706,-0.04815441176470588,-0.14053508771929824,0.7984561403508772
Senate,79,1945,0.4939523809523809,0.5185185185185185,0.5538461538461539,0.4523809523809524,0.411214953271028,-0.024435185185185185,0.14375925925925925,-0.219,0.3218153846153846,0.27495238095238095,-0.151,0.266925,-0.16055,0.4355,0.04000000000000001,-0.2899473684210526,0.09597368421052632,-0.11914814814814814,0.6396666666666667
House,80,1947,0.5226686157858278,0.48552338530066813,0.5515463917525774,0.43873517786561267,0.2371364653243848,0.0550913140311804,0.03237416481069042,-0.23732474226804123,0.48745876288659795,0.28534387351778656,-0.3126600790513834,0.28542510121457493,-0.31919028340080974,0.282,-0.043833333333333335,-0.3661807228915663,0.033385542168674696,-0.14097297297297298,0.8269909909909909
Senate,80,1947,0.48431622861910717,0.5102040816326531,0.6382978723404256,0.39215686274509803,0.42857142857142855,0.06051020408163265,0.11815306122448979,-0.191531914893617,0.4662978723404255,0.2927843137254902,-0.20268627450980392,0.29020408163265304,-0.21324489795918367,0.356,0.05600000000000002,-0.2901739130434783,0.17330434782608695,-0.097,0.7470833333333333
House,81,1949,0.552574970207695,0.41797752808988764,0.41198501872659177,0.4318181818181818,0.22121896162528218,-0.05810786516853932,0.1116876404494382,-0.2755692883895131,0.357876404494382,0.2770056818181818,-0.25428409090909093,0.2775722543352601,-0.2573294797687861,0.24433333333333332,-0.07866666666666666,-0.3714903225806452,0.015632258064516128,-0.14282142857142857,0.8315178571428571
Senate,81,1949,0.5059253575165679,0.5462962962962963,0.5737704918032787,0.5106382978723404,0.35185185185185186,-0.019222222222222224,0.0789537037037037,-0.23939344262295081,0.3625901639344262,0.266531914893617,-0.28917021276595745,0.266531914893617,-0.28917021276595745,NA,NA,-0.31588235294117645,0.09194117647058823,-0.14307407407407408,0.7034074074074074
House,82,1951,0.5423526570048309,0.43080357142857145,0.44166666666666665,0.41545893719806765,0.19910514541387025,-0.011488839285714285,0.10757142857142857,-0.2623333333333333,0.421,0.28001932367149757,-0.25518357487922705,0.2789014778325123,-0.25985221674876846,0.33675,-0.018250000000000002,-0.36836153846153846,0.06906153846153847,-0.13702727272727272,0.8369272727272727
Senate,82,1951,0.4763333333333334,0.5454545454545454,0.6274509803921569,0.4583333333333333,0.3838383838383838,0.030616161616161618,0.0731010101010101,-0.20033333333333334,0.4152156862745098,0.276,-0.29039583333333335,0.276,-0.29039583333333335,NA,NA,-0.2846153846153846,0.09146153846153847,-0.11268,0.75192
